priority,faq_id,category,question,current_answer,risk_type,audit_reason,suggested_status,suggested_answer_mode,suggested_action,owner_note
P1,faq-009,訂房與空房,可以指定樓層嗎？,可以提出樓層偏好，若有長輩、幼兒或行動需求也請一併告知；實際安排仍需依房況與安全動線由管家確認。,vague_answer,答案含確認或依公告語氣，建議檢查是否應改 collect_info 或 ask_human,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-011,訂房與空房,可以包棟嗎？,可以，慢慢蒔光主要以包棟 villa 為主，適合親友、家庭與團體一起入住。請提供入住日期、退房日期、總人數、寵物與特殊需求，管家會協助確認房況與報價。,vague_answer,答案含確認或依公告語氣，建議檢查是否應改 collect_info 或 ask_human,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-019,訂房與空房,訂房成功會收到什麼資料？,訂房確認後會提供入住日期、退房日期、住宿方式、入住人數、金額、付款狀態、入住須知與聯絡方式；若未收到，請用訂房姓名與日期向官方 LINE 查詢。,vague_answer,答案含確認或依公告語氣，建議檢查是否應改 collect_info 或 ask_human,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-020,訂房與空房,我沒收到確認信怎麼辦？,請先確認垃圾信件匣或信箱是否填錯；若仍未收到，請透過官方 LINE 提供訂房姓名、入住日期與聯絡電話，管家會協助查詢。,vague_answer,答案含確認或依公告語氣，建議檢查是否應改 collect_info 或 ask_human,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-025,訂房與空房,訂房需要提供哪些資料？,請提供入住日期、退房日期、人數、房型或包棟需求與特殊需求，我們會協助確認最適合的訂房方式。,vague_answer,答案含確認或依公告語氣，建議檢查是否應改 collect_info 或 ask_human,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-076,入住退房與抵達,幾點可以入住？,入住時間以正式入住通知為準。若需要提早抵達或先放行李，請入住前與管家確認，避免房間尚在清潔整理中。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-077,入住退房與抵達,幾點要退房？,退房時間以正式入住通知為準。請依指定時間完成退房，以利清潔人員整理與準備下一組客人入住。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-078,入住退房與抵達,可以提早入住嗎？,提早入住或提前使用公共空間需視前一晚房況與清潔進度而定，建議入住前1至2天再次確認。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-079,入住退房與抵達,可以延後退房嗎？,延後退房需視後續訂房與清潔安排評估；若可延退，可能依公告加收延退費。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-081,入住退房與抵達,晚上很晚到會影響入住嗎？,若會晚到，請提前告知預計抵達時間；我們會依接待方式安排鑰匙、自助入住或管家協助，並請保持安靜。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-082,入住退房與抵達,入住當天需要帶什麼？,請攜帶身分證明文件、訂房確認資料、付款尾款或付款證明，以及個人藥品與個人用品。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-084,入住退房與抵達,每個人都要登記資料嗎？,民宿依法需登記住宿旅客資料；請出示身分證、護照或居留證等有效證件，資料會依個資規定妥善處理。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-085,入住退房與抵達,外國旅客可以入住嗎？,民宿依法需登記住宿旅客資料；請出示身分證、護照或居留證等有效證件，資料會依個資規定妥善處理。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-086,入住退房與抵達,可以自助入住嗎？,若提供自助入住，會在入住前提供門禁、鑰匙盒或密碼說明；請勿轉傳給非入住者，退房後密碼會更新。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-087,入住退房與抵達,鑰匙怎麼拿？,若提供自助入住，會在入住前提供門禁、鑰匙盒或密碼說明；請勿轉傳給非入住者，退房後密碼會更新。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-088,入住退房與抵達,門鎖密碼什麼時候給？,若提供自助入住，會在入住前提供門禁、鑰匙盒或密碼說明；請勿轉傳給非入住者，退房後密碼會更新。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-089,入住退房與抵達,找不到民宿入口怎麼辦？,請依入住通知前往指定入口或報到位置；若找不到，請傳目前位置或直接撥打聯絡電話。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-090,入住退房與抵達,抵達後要先去哪裡報到？,請依入住通知前往指定入口或報到位置；若找不到，請傳目前位置或直接撥打聯絡電話。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-091,入住退房與抵達,可以先放行李嗎？,可視當日人力與空間提供行李寄放；貴重物品請自行保管，並先告知抵達或取回時間。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-092,入住退房與抵達,退房後可以寄放行李嗎？,可視當日人力與空間提供行李寄放；貴重物品請自行保管，並先告知抵達或取回時間。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-093,入住退房與抵達,退房流程是什麼？,退房前請確認個人物品、關閉電器與門窗、垃圾依指定方式處理，並依指示歸還鑰匙或完成自助退房。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-094,入住退房與抵達,退房需要檢查房間嗎？,退房前請確認個人物品、關閉電器與門窗、垃圾依指定方式處理，並依指示歸還鑰匙或完成自助退房。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-095,入住退房與抵達,忘記退房時間怎麼辦？,退房前請確認個人物品、關閉電器與門窗、垃圾依指定方式處理，並依指示歸還鑰匙或完成自助退房。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-096,入住退房與抵達,退房可以不用見到管家嗎？,退房前請確認個人物品、關閉電器與門窗、垃圾依指定方式處理，並依指示歸還鑰匙或完成自助退房。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-097,入住退房與抵達,提早到可以使用公共空間嗎？,提早入住或提前使用公共空間需視前一晚房況與清潔進度而定，建議入住前1至2天再次確認。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-098,入住退房與抵達,退房後還可以使用設施嗎？,退房後通常不再開放使用房間與公共設施，以利清潔與準備下一組客人；特殊需求請先詢問。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-099,入住退房與抵達,入住前會提供哪些資訊？,入住前通常會提供地址、導航、停車、入住時間、門禁、Wi-Fi、設備使用、退房流程與緊急聯絡方式。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-100,入住退房與抵達,入住當天聯絡不到怎麼辦？,請先確認使用官方電話或LINE；緊急狀況依入住通知中的備用電話或緊急聯絡方式處理。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-101,交通停車與周邊,民宿地址在哪裡？,訂房確認後會提供地址、Google地圖連結與建議路線；建議直接點官方定位，避免導航到相近地點。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-102,交通停車與周邊,導航要輸入什麼？,訂房確認後會提供地址、Google地圖連結與建議路線；建議直接點官方定位，避免導航到相近地點。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-103,交通停車與周邊,開車怎麼到？,訂房確認後會提供地址、Google地圖連結與建議路線；建議直接點官方定位，避免導航到相近地點。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-104,交通停車與周邊,有停車位嗎？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-106,交通停車與周邊,可以停幾台車？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-107,交通停車與周邊,休旅車或九人座可以停嗎？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-108,交通停車與周邊,電動車可以充電嗎？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-109,交通停車與周邊,可以騎機車去嗎？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-111,交通停車與周邊,搭高鐵怎麼到？,可依您的抵達站點與時間提供轉乘、叫車或租車建議；接駁是否提供及費用需事前確認。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-113,交通停車與周邊,有接駁服務嗎？,可依您的抵達站點與時間提供轉乘、叫車或租車建議；接駁是否提供及費用需事前確認。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-115,交通停車與周邊,附近租車方便嗎？,請先提供車輛數與車型；停車位置、可停台數、是否收費與電動車充電限制，以民宿公告為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-116,交通停車與周邊,路好開嗎？,請依官方路線慢速行駛；若遇豪雨、颱風或道路封閉，請先聯繫民宿確認是否適合前往。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-117,交通停車與周邊,下雨天路況會不會危險？,請依官方路線慢速行駛；若遇豪雨、颱風或道路封閉，請先聯繫民宿確認是否適合前往。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-118,交通停車與周邊,附近有超商嗎？,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-119,交通停車與周邊,附近有餐廳嗎？,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-120,交通停車與周邊,附近有市場或賣場嗎？,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-121,交通停車與周邊,附近晚上買東西方便嗎？,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-122,交通停車與周邊,民宿附近會不會很偏僻？,可依您的交通方式、抵達時間與回程方向，提供最順路的交通與周邊建議。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-123,交通停車與周邊,叫外送方便嗎？,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-124,交通停車與周邊,附近有加油站嗎？,可提供最近超商、餐廳、賣場、外送範圍或加油站資訊；郊區夜間店家較少，建議入住前先採買。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-126,人數房型與包棟,最多可以住幾人？,入住人數需依民宿核定、房型配置與安全規定；超過最大容納人數通常不接受，請如實告知大人小孩人數。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-127,人數房型與包棟,基本人數是幾人？,入住人數需依民宿核定、房型配置與安全規定；超過最大容納人數通常不接受，請如實告知大人小孩人數。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-128,人數房型與包棟,可以超過最大人數入住嗎？,入住人數需依民宿核定、房型配置與安全規定；超過最大容納人數通常不接受，請如實告知大人小孩人數。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-129,人數房型與包棟,小孩不佔床可以不算嗎？,小孩是否計入人數需依年齡、身高與是否佔床判斷；請提供年齡方便確認費用與備品。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-130,人數房型與包棟,房間怎麼分配？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-131,人數房型與包棟,有幾間房？,慢慢蒔光目前為 5 間主題房配置，主要以包棟 villa 方式提供。若當期有開放單間客房，會依後台設定與人工確認為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-132,人數房型與包棟,每間房有獨立衛浴嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-133,人數房型與包棟,有一樓房間嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-134,人數房型與包棟,有雙人房嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-135,人數房型與包棟,有四人房嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-136,人數房型與包棟,床型可以選嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-137,人數房型與包棟,可以加被子嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-138,人數房型與包棟,可以加枕頭嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-139,人數房型與包棟,房間可以換床位嗎？,可依家庭組成、長輩需求、床型與衛浴配置協助建議；實際房數與床型以官網或民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-140,人數房型與包棟,可以臨時增加人入住嗎？,請先提供入住人數、房型偏好與活動需求，我們會建議最合適的房型或包棟配置。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-141,人數房型與包棟,沒有過夜的訪客可以來嗎？,未登記訪客不得擅自進入或使用設施；若有日間訪客，請先告知人數、時間與是否需收費。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-142,人數房型與包棟,朋友可以白天來玩嗎？,未登記訪客不得擅自進入或使用設施；若有日間訪客，請先告知人數、時間與是否需收費。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-143,人數房型與包棟,可以辦活動或聚會嗎？,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-144,人數房型與包棟,求婚或生日派對可以嗎？,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-145,人數房型與包棟,可以商業拍攝嗎？,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-146,人數房型與包棟,可以拍婚紗嗎？,請先提供活動內容、人數、時段、布置與外部廠商需求；民宿會評估安全、音量、停車與清潔規範後回覆。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-147,人數房型與包棟,包棟可不可以只住少人數？,包棟通常以整棟方案計價，可詢問少人數或分區方案；實際開放範圍與價格以民宿回覆為準。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-149,人數房型與包棟,可以只租公共空間不住宿嗎？,請先提供入住人數、房型偏好與活動需求，我們會建議最合適的房型或包棟配置。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-150,人數房型與包棟,管家會住在裡面嗎？,管家有獨立出入口與工作安排，不會任意進入客人使用空間；包棟期間會盡量保留隱私，必要協助會以官方 LINE 或現場約定方式聯繫。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-151,房間設備與備品,房間有冷氣嗎？,設備依房型頁與現場配置為準；入住後若不會操作，可查看房內說明或聯繫民宿協助。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-152,房間設備與備品,冷氣怎麼開？,設備依房型頁與現場配置為準；入住後若不會操作，可查看房內說明或聯繫民宿協助。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-153,房間設備與備品,房間有暖氣嗎？,設備依房型頁與現場配置為準；入住後若不會操作，可查看房內說明或聯繫民宿協助。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-154,房間設備與備品,有Wi-Fi嗎？,Wi-Fi帳號密碼會在入住資訊或房內公告提供；若連線異常請通知民宿協助檢查。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-155,房間設備與備品,Wi-Fi密碼是多少？,Wi-Fi帳號密碼會在入住資訊或房內公告提供；若連線異常請通知民宿協助檢查。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-156,房間設備與備品,房間有電視嗎？,電視與串流服務依房型設備為準；若需使用個人帳號，退房前請記得登出。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-157,房間設備與備品,電視怎麼操作？,電視與串流服務依房型設備為準；若需使用個人帳號，退房前請記得登出。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-158,房間設備與備品,有Netflix嗎？,電視與串流服務依房型設備為準；若需使用個人帳號，退房前請記得登出。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-159,房間設備與備品,房間有冰箱嗎？,相關設備位置與是否開放使用依民宿公告；使用後請關閉電源、清潔並放回原位。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-160,房間設備與備品,有熱水壺嗎？,相關設備位置與是否開放使用依民宿公告；使用後請關閉電源、清潔並放回原位。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-161,房間設備與備品,有吹風機嗎？,相關設備位置與是否開放使用依民宿公告；使用後請關閉電源、清潔並放回原位。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
P1,faq-162,房間設備與備品,有毛巾浴巾嗎？,備品提供依民宿規定；因環保政策，部分一次性用品可能不主動提供，建議自備個人盥洗用品。,operational_detail,設備、房型、交通、寵物、入住規範或現場條件需要人工確認是否足夠具體,needs_review,collect_info,補足具體條件、限制或改為 collect_info；若只是同義問法，整理成 aliases,
